	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
ENSDARG00000020708.5	6.37875787374613e-17	-1.0990468887241	0.108	0.248	1.40134931728329e-12	10	ENSDARG00000020708
ENSDARG00000007275.7	1.02793370265948e-16	-1.20777570645185	0.178	0.316	2.25826755137262e-12	10	ENSDARG00000007275
ENSDARG00000099776.3	6.34103261817194e-15	-1.08857783720544	0.256	0.389	1.39306145588619e-10	10	ENSDARG00000099776
ENSDARG00000017624.7	1.49347038266169e-14	-1.43502687614081	0.568	0.61	3.28100508366946e-10	10	ENSDARG00000017624
ENSDARG00000020007.5	7.16425724169834e-14	-1.09392391344545	0.091	0.207	1.57391567342871e-09	10	ENSDARG00000020007
ENSDARG00000035809.3	3.01461940741002e-13	-1.00825812326385	0.066	0.173	6.62281737613907e-09	10	ENSDARG00000035809
ENSDARG00000104181.4	6.85274631880422e-13	-1.0124589139583	0.204	0.316	1.5054798387781e-08	10	ENSDARG00000104181
ENSDARG00000093303.7	3.03183733508037e-12	-1.5112216889047	0.11	0.217	6.66064344143806e-08	10	ENSDARG00000093303
ENSDARG00000102558.7	3.1749251831074e-12	-1.218748617069	0.688	0.707	6.97499313476865e-08	10	ENSDARG00000102558
ENSDARG00000036036.4	3.67989186536158e-12	-1.16466349770875	0.159	0.273	8.08435443901285e-08	10	ENSDARG00000036036
ENSDARG00000006497.4	7.8036980612295e-12	-1.00593090428079	0.113	0.219	1.71439442707151e-07	10	ENSDARG00000006497
ENSDARG00000092947.7	2.68553409334042e-11	-1.4682015669256	0.434	0.503	5.89984984965957e-07	10	ENSDARG00000092947
ENSDARG00000015866.7	6.09217292644339e-11	-1.62458974009815	0.524	0.581	1.33838947021035e-06	10	ENSDARG00000015866
ENSDARG00000033683.6	5.92475023068323e-10	-1.07887729439037	0.43	0.499	1.3016083781788e-05	10	ENSDARG00000033683
ENSDARG00000036830.4	8.92636474948945e-10	-1.09279249844048	0.374	0.442	1.96103307181534e-05	10	ENSDARG00000036830
ENSDARG00000006427.4	1.19820284140303e-08	-1.17951678173058	0.053	0.129	0.000263233182227831	10	ENSDARG00000006427
ENSDARG00000027236.6	1.22906370305738e-08	-1.35449133386444	0.047	0.121	0.000270013004924675	10	ENSDARG00000027236
ENSDARG00000040534.3	6.47947539571493e-08	-1.05168261709805	0.083	0.155	0.00142347594968461	10	ENSDARG00000040534
ENSDARG00000007697.6	8.40456746433093e-08	-1.31310878995499	0.283	0.347	0.00184639942623886	10	ENSDARG00000007697
ENSDARG00000101324.7	1.32908773585947e-07	-1.71581976391009	0.408	0.46	0.00291987284690966	10	ENSDARG00000101324
ENSDARG00000102975.4	1.66775615113546e-07	-1.00486466720109	0.05	0.115	0.00366389348842949	10	ENSDARG00000102975
ENSDARG00000095556.3	2.15052066202068e-07	-1.15818442579811	0.28	0.352	0.00472447884239323	10	ENSDARG00000095556
ENSDARG00000058371.5	3.20704934069499e-07	-1.01219054032131	0.269	0.336	0.00704556669657282	10	ENSDARG00000058371
ENSDARG00000009978.5	5.03994370682953e-07	-1.33036051113128	0.325	0.379	0.0110722523295338	10	ENSDARG00000009978
ENSDARG00000053254.6	1.88017913488003e-06	-1.14470938115148	0.563	0.575	0.0413056554141793	10	ENSDARG00000053254
ENSDARG00000043457.6	1.89921140374132e-06	-1.00293512768594	0.235	0.293	0.0417237753287931	10	ENSDARG00000043457
ENSDARG00000040565.6	5.51529334656382e-06	-1.06734345328512	0.265	0.325	0.121165479530661	10	ENSDARG00000040565
ENSDARG00000044684.8	8.04900014222554e-06	-1.67284694879202	0.426	0.463	0.176828484124553	10	ENSDARG00000044684
ENSDARG00000070835.3	3.67943190044345e-05	-1.00892809264721	0.157	0.21	0.808334394208422	10	ENSDARG00000070835
ENSDARG00000016771.5	9.06775083235866e-05	-1.03154013383285	0.076	0.125	1	10	ENSDARG00000016771
ENSDARG00000035327.6	0.000105454723404322	-1.00541550198971	0.32	0.354	1	10	ENSDARG00000035327
ENSDARG00000036832.5	0.000901252961030663	-1.12732924687503	0.204	0.245	1	10	ENSDARG00000036832
ENSDARG00000045677.6	0.00101930992375128	-1.23221942001441	0.401	0.431	1	10	ENSDARG00000045677
ENSDARG00000067990.5	0.00110840370511232	-1.09323656382514	0.131	0.174	1	10	ENSDARG00000067990
ENSDARG00000094041.3	0.00181873553816649	-1.22821647862369	0.188	0.226	1	10	ENSDARG00000094041
ENSDARG00000056511.6	0.00259529693704167	-1.0392688833999	0.269	0.298	1	10	ENSDARG00000056511
ENSDARG00000024433.3	0.00858390420898326	-1.11684024956432	0.144	0.176	1	10	ENSDARG00000024433
ENSDARG00000045408	0	3.71733643868773	0.437	0.033	0	11	ENSDARG00000045408
ENSDARG00000045180	0	3.62466914945657	0.443	0.031	0	11	ENSDARG00000045180
ENSDARG00000096508	0	3.25076915928718	0.695	0.047	0	11	ENSDARG00000096508
ENSDARG00000039579.1	0	3.23112897475615	0.455	0.057	0	11	ENSDARG00000039579
ENSDARG00000096655	0	2.89646342531869	0.69	0.038	0	11	ENSDARG00000096655
ENSDARG00000008494	0	2.8669348489897	0.585	0.086	0	11	ENSDARG00000008494
ENSDARG00000038123	0	2.55451752221081	0.448	0.026	0	11	ENSDARG00000038123
ENSDARG00000079296	0	2.4958783202634	0.22	0.01	0	11	ENSDARG00000079296
ENSDARG00000014646	0	2.28303137681517	0.678	0.116	0	11	ENSDARG00000014646
ENSDARG00000005221	0	2.23864954580535	0.232	0.004	0	11	ENSDARG00000005221
ENSDARG00000105408.1	0	2.22803703890852	0.631	0.043	0	11	ENSDARG00000105408
ENSDARG00000009782	0	2.14370282244143	0.333	0.009	0	11	ENSDARG00000009782
ENSDARG00000030980	0	2.09433790327282	0.238	0.006	0	11	ENSDARG00000030980
ENSDARG00000074201	0	1.68652382178007	0.517	0.071	0	11	ENSDARG00000074201
ENSDARG00000117253	0	1.6672848700681	0.325	0.009	0	11	ENSDARG00000117253
ENSDARG00000045930	0	1.58217060948981	0.501	0.023	0	11	ENSDARG00000045930
ENSDARG00000033466	0	1.5246483800876	0.598	0.106	0	11	ENSDARG00000033466
ENSDARG00000057113	0	1.24713734335091	0.319	0.014	0	11	ENSDARG00000057113
ENSDARG00000068257	0	1.19890818303004	0.202	0.004	0	11	ENSDARG00000068257
ENSDARG00000004753	0	1.07470158254422	0.197	0.002	0	11	ENSDARG00000004753
ENSDARG00000097553	0	1.04222811482415	0.232	0.008	0	11	ENSDARG00000097553
